country_code,wc_share_M,wc_share_F,wcs_share_M,wcs_share_F,sales_share_M,sales_share_F,wc_avg_exp,bc_avg_exp,wcs_avg_exp,bcs_avg_exp,wc_gap,wc_exposure_spread,predicted_wc,wcs_gap,wcs_exposure_spread,predicted_wcs,country_name,gender_gap,residual_wc,residual_wcs
CIV,0.10398363322819681,0.044324343334133126,0.2174121720952308,0.46608457712289403,0.11342853886703401,0.4217602337887609,0.3691415804168956,0.2282574389138589,0.3641834961510163,0.180984554897382,-0.05965928989406369,0.1408841415030367,-0.008405047839405955,0.24867240502766322,0.1831989412536343,0.04555652132006283,Côte d'Ivoire,0.0468,0.055205047839405955,0.0012434786799371683
COD,0.14169689689464407,0.0716622142603352,0.1964423702885696,0.1685044998208709,0.0547454733939255,0.09684228556053576,0.3602188514327667,0.17722652629588226,0.3611567779922304,0.16017055231764454,-0.07003468263430887,0.18299232513688446,-0.012815809415475965,-0.02793787046769869,0.20098622567458585,-0.005615127138688236,"Congo, Democratic Republic of the",-0.0063,0.006515809415475965,-0.0006848728613117637
COK,0.32604323780794375,0.5666833166833166,0.36249371543489195,0.7267732267732268,0.03645047762694822,0.16008991008991008,0.3923516262862888,0.2088832765985364,0.387123600827059,0.17777203089032964,0.24064007887537286,0.18346834968775239,0.04414983813999523,0.3642795113383348,0.20935156993672935,0.076262487594465,Cook Islands,0.0949,0.05075016186000477,0.018637512405535003
COL,0.25580122582517567,0.35682041722812285,0.3343883691576162,0.5197930134456346,0.07858714333244056,0.16297259621751173,0.42033371002377545,0.19591152618833668,0.4043595444806004,0.16371145968370465,0.10101919140294718,0.22442218383543877,0.022670947543939588,0.18540464428801834,0.24064808479689576,0.04461727256036133,Colombia,0.0507999999999999,0.028129052456060313,0.006182727439638568
CRI,0.2883394232058218,0.43151519567003016,0.3628243428142626,0.5728784640169965,0.07448491960844082,0.14136326834696633,0.4264919327246971,0.19409476738041284,0.4120239601285372,0.16362389577363237,0.14317577246420837,0.23239716534428426,0.03327364366666025,0.21005412120273387,0.24840006435490483,0.05217745722477207,Costa Rica,0.0465999999999999,0.013326356333339645,-0.005577457224772174
CYP,0.4577470651902423,0.5929933859611691,0.5080105141715333,0.6871175592063152,0.05026344898129096,0.09412417324514614,0.4337975590434014,0.19566358885114454,0.4252343181995512,0.16528103242588613,0.13524632077092685,0.23813397019225685,0.0322067433190763,0.17910704503478192,0.25995328577366505,0.04655946486200336,Cyprus,0.0518,0.019593256680923696,0.0052405351379966394
CZE,0.4171863499227553,0.5771315906557629,0.43934660754357474,0.6673605639678754,0.022160257620819544,0.0902289733121126,0.4087839882721124,0.19891621713923296,0.4042681558610999,0.17999854798690262,0.15994524073300764,0.2098677711328794,0.03356735117594815,0.2280139564243006,0.22426960787419725,0.051136600597122196,Czechia,0.0610999999999999,0.02753264882405175,0.009963399402877701
DEU,0.5379859016973838,0.6854873410564171,0.5740127654398612,0.7681778309205114,0.03602686374247744,0.0826904898640943,0.4154082486024093,0.20445760507508612,0.41080334721881906,0.176847792277962,0.14750143935903326,0.2109506435273232,0.031115523553994506,0.19416506548065016,0.23395555494085707,0.045425995644653355,Germany,0.0437,0.012584476446005497,-0.0017259956446533525
DNK,0.5211833120280075,0.6258000068449784,0.5747528121774378,0.7056944515746303,0.05356950014943027,0.07989444472965188,0.4133671411861785,0.20413008630739993,0.40809735381428186,0.17512854590310836,0.10461669481697089,0.20923705487877858,0.02188968911465497,0.1309416393971925,0.2329688079111735,0.030505317636298688,Denmark,0.0302,0.008310310885345031,-0.00030531763629868675
DOM,0.1822389500665393,0.3764279933144003,0.28907065301767787,0.5610611713208847,0.10683170295113859,0.18463317800648443,0.42818120026791806,0.20405261202545058,0.4054536871470699,0.16655338181247079,0.194189043247861,0.22412858824246748,0.04352331611529855,0.27199051830320686,0.23890030533459913,0.064978617870752,Dominican Republic,0.0712,0.02767668388470145,0.006221382129247999
